Term,Stamm,Sprache,Zeitraum
அணிந்துரை,அணி,Tamil,300 BCE - present
அணிந்துரை,உரை,Tamil,300 BCE - present
தடுத்துவை,தடு,Tamil,300 BCE - present
தடுத்துவை,வை,Tamil,300 BCE - present
அணி,𑀅𑀡𑀺,Old Tamil,300 BCE - 700 CE
புகலிடம்,புகல்,Tamil,300 BCE - present
புகலிடம்,இடம்,Tamil,300 BCE - present
இருப்பிடம்,இருப்பு,Tamil,300 BCE - present
இருப்பிடம்,இடம்,Tamil,300 BCE - present
கட்டைவிரல்,கட்டை,Tamil,300 BCE - present
கட்டைவிரல்,விரல்,Tamil,300 BCE - present
பலி,𑀧𑀮𑀺,Old Tamil,300 BCE - 700 CE
பலி,बलि,Sanskrit,1500 BCE - present (liturgical/classical)
உண்ணாட்டம்,உள்,Tamil,300 BCE - present
உண்ணாட்டம்,நாட்டம்,Tamil,300 BCE - present
உண்ணோக்கல்,உள்,Tamil,300 BCE - present
உண்ணோக்கல்,நோக்கு,Tamil,300 BCE - present
உண்ணீர்,உண்,Tamil,300 BCE - present
உண்ணீர்,நீர்,Tamil,300 BCE - present
புனிதன்,पुनीत,Sanskrit,1500 BCE - present (liturgical/classical)
புனிதம்,पुनीत,Sanskrit,1500 BCE - present (liturgical/classical)
அணைக்கட்டு,அணை,Tamil,300 BCE - present
அணைக்கட்டு,கட்டு,Tamil,300 BCE - present
கோதுமை,गोधूम,Sanskrit,1500 BCE - present (liturgical/classical)
அத்தியாயம்,अध्याय,Sanskrit,1500 BCE - present (liturgical/classical)
சசம்,शश,Sanskrit,1500 BCE - present (liturgical/classical)
பத்தினி,पत्नी,Sanskrit,1500 BCE - present (liturgical/classical)
நீர்க்கால்,நீர்,Tamil,300 BCE - present
நீர்க்கால்,கல்,Tamil,300 BCE - present
கரிச்சலாசத்து,கரி,Tamil,300 BCE - present
கரிச்சலாசத்து,சலாசத்து,Tamil,300 BCE - present
மின்சாரவண்டி,மின்சார,Tamil,300 BCE - present
மின்சாரவண்டி,வண்டி,Tamil,300 BCE - present
மீச்செலவு,மீ,Tamil,300 BCE - present
மீச்செலவு,செலவு,Tamil,300 BCE - present
மீக்கூர்,மீ,Tamil,300 BCE - present
மீக்கூர்,க்கூர்,Tamil,300 BCE - present
ஆகாசம்,आकाश,Sanskrit,1500 BCE - present (liturgical/classical)
ஆகைச்சுட்டி,ஆகை,Tamil,300 BCE - present
ஆகைச்சுட்டி,சுட்டி,Tamil,300 BCE - present
ஆங்க,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஆங்கனம்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஆங்கண்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஆங்கு,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஆங்ஙனம்,அ,Tamil,300 BCE - present
ஆங்ஙனம்,ஙனம்,Tamil,300 BCE - present
ஆங்ஙனம்,*a-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஆசயம்,आशय,Sanskrit,1500 BCE - present (liturgical/classical)
கிட்டப்பார்வை,கிட்ட,Tamil,300 BCE - present
கிட்டப்பார்வை,பார்வை,Tamil,300 BCE - present
எட்டப்பார்வை,எட்ட,Tamil,300 BCE - present
எட்டப்பார்வை,பார்வை,Tamil,300 BCE - present
நாற்றுப்பாத்தி,நாற்று,Tamil,300 BCE - present
நாற்றுப்பாத்தி,பாத்தி,Tamil,300 BCE - present
நாற்றுநடவு,நாற்று,Tamil,300 BCE - present
நாற்றுநடவு,நடவு,Tamil,300 BCE - present
நாறுகட்டி,நாறு,Tamil,300 BCE - present
நாறுகட்டி,கட்டி,Tamil,300 BCE - present
நாறுநறுவிலி,நாறு,Tamil,300 BCE - present
நாறுநறுவிலி,நறுவிலி,Tamil,300 BCE - present
நாறுகரந்தை,நாறு,Tamil,300 BCE - present
நாறுகரந்தை,கரந்தை,Tamil,300 BCE - present
கூழ்முன்னை,கூழ்,Tamil,300 BCE - present
கூழ்முன்னை,முன்னை,Tamil,300 BCE - present
சம்பகம்,चम्पक,Sanskrit,1500 BCE - present (liturgical/classical)
கடற்பாசி,கடல்,Tamil,300 BCE - present
கடற்பாசி,பாசி,Tamil,300 BCE - present
கொடிப்பாசி,கொடி,Tamil,300 BCE - present
கொடிப்பாசி,பாசி,Tamil,300 BCE - present
மலைகலக்கி,மலை,Tamil,300 BCE - present
மலைகலக்கி,கலக்கி,Tamil,300 BCE - present
வெள்ளைமூங்கில்,வெள்ளை,Tamil,300 BCE - present
வெள்ளைமூங்கில்,மூங்கில்,Tamil,300 BCE - present
நீர்வாழை,நீர்,Tamil,300 BCE - present
நீர்வாழை,வாழை,Tamil,300 BCE - present
தாளிப்பனை,தாளி,Tamil,300 BCE - present
தாளிப்பனை,பனை,Tamil,300 BCE - present
செம்முள்ளி,செம்,Tamil,300 BCE - present
செம்முள்ளி, முள்ளி,Tamil,300 BCE - present
கொட்டையிலந்தை,கொட்டை,Tamil,300 BCE - present
கொட்டையிலந்தை,இலந்தை,Tamil,300 BCE - present
கருக்குவாய்ச்சி,கருக்கு,Tamil,300 BCE - present
கருக்குவாய்ச்சி,வாய்ச்சி,Tamil,300 BCE - present
வாய்ச்சி,वाशी,Sanskrit,1500 BCE - present (liturgical/classical)
வாய்குமட்டல்,வாய்,Tamil,300 BCE - present
வாய்குமட்டல்,குமட்டல்,Tamil,300 BCE - present
வாய்ச்சொல்,வாய்,Tamil,300 BCE - present
வாய்ச்சொல்,சொல்,Tamil,300 BCE - present
வாய்ச்சுத்தம்,வாய்,Tamil,300 BCE - present
வாய்ச்சுத்தம்,சுத்தம்,Tamil,300 BCE - present
வாய்ச்சொலவு,வாய்,Tamil,300 BCE - present
வாய்ச்சொலவு,சொலவு,Tamil,300 BCE - present
வாய்ப்பாட்டு,வாய்,Tamil,300 BCE - present
வாய்ப்பாட்டு,பாட்டு,Tamil,300 BCE - present
வாய்நீர்,வாய்,Tamil,300 BCE - present
வாய்நீர்,நீர்,Tamil,300 BCE - present
பாடம்போற்று,பாடம்,Tamil,300 BCE - present
பாடம்போற்று, போற்று,Tamil,300 BCE - present
பாடணம்,भाषण,Sanskrit,1500 BCE - present (liturgical/classical)
மெத்தம்பாரை,மெத்தம்,Tamil,300 BCE - present
மெத்தம்பாரை,பாரை,Tamil,300 BCE - present
முட்கொன்றை,முட்,Tamil,300 BCE - present
முட்கொன்றை,கொன்றை,Tamil,300 BCE - present
மயிற்கொன்றை,மயிற்,Tamil,300 BCE - present
மயிற்கொன்றை,கொன்றை,Tamil,300 BCE - present
மேன்மூடி,மேல்,Tamil,300 BCE - present
மேன்மூடி,மூடி,Tamil,300 BCE - present
மேன்றலை,மேல்,Tamil,300 BCE - present
மேன்றலை,தலை,Tamil,300 BCE - present
மேனாடு,மேல்,Tamil,300 BCE - present
மேனாடு,நாடு,Tamil,300 BCE - present
வெள்ளைப்பட்டாணி,வெள்ளை,Tamil,300 BCE - present
வெள்ளைப்பட்டாணி,பட்டாணி,Tamil,300 BCE - present
வெள்ளைப்பூலாஞ்சி,வெள்ளை,Tamil,300 BCE - present
வெள்ளைப்பூலாஞ்சி,பூலாஞ்சி,Tamil,300 BCE - present
வறுநிலம்,வறுமை,Tamil,300 BCE - present
வறுநிலம்,நிலம்,Tamil,300 BCE - present
முள்ளம்பன்றி,முள்ளம்,Tamil,300 BCE - present
முள்ளம்பன்றி,பன்றி,Tamil,300 BCE - present
முள்வாளை,முள்,Tamil,300 BCE - present
முள்வாளை,வாலை,Tamil,300 BCE - present
முள்ளம்பலாச்சை,முள்ளம்,Tamil,300 BCE - present
முள்ளம்பலாச்சை,பலாச்சை,Tamil,300 BCE - present
முள்ளுமுருக்கு,முள்ளு,Tamil,300 BCE - present
முள்ளுமுருக்கு,முருக்கு,Tamil,300 BCE - present
முள்மகிழ்,முள்,Tamil,300 BCE - present
முள்மகிழ்,மகிழ்,Tamil,300 BCE - present
முற்படு,முன்,Tamil,300 BCE - present
முற்படு,படு,Tamil,300 BCE - present
போர்க்களம்,போர்,Tamil,300 BCE - present
போர்க்களம்,களம்,Tamil,300 BCE - present
பாரம்பரியம்,पारंपर्य,Sanskrit,1500 BCE - present (liturgical/classical)
எக்கச்சக்கம்,எக்க,Tamil,300 BCE - present
எக்கச்சக்கம்,சக்கம்,Tamil,300 BCE - present
நாதசுவரம்,नाद,Sanskrit,1500 BCE - present (liturgical/classical)
கேழ்வரகு,கேழ்,Tamil,300 BCE - present
கேழ்வரகு,வரகு,Tamil,300 BCE - present
மத்தளம்,मर्दल,Sanskrit,1500 BCE - present (liturgical/classical)
சூரியகாந்தி,சூரிய,Tamil,300 BCE - present
சூரியகாந்தி,காந்தி,Tamil,300 BCE - present
காட்டுப்புகையிலை,காட்டு,Tamil,300 BCE - present
காட்டுப்புகையிலை,புகையிலை,Tamil,300 BCE - present
ஓமம்,होम,Sanskrit,1500 BCE - present (liturgical/classical)
சல்லரி,celery,English,1550 CE - present
கொத்தமல்லி,कुस्तुम्बरी,Sanskrit,1500 BCE - present (liturgical/classical)
கின்னிக்கோழி,கின்னி,Tamil,300 BCE - present
கின்னிக்கோழி,கோழி,Tamil,300 BCE - present
செங்காடை,செங்,Tamil,300 BCE - present
செங்காடை,காடை,Tamil,300 BCE - present
நீர்க்காக்கை,நீர்,Tamil,300 BCE - present
நீர்க்காக்கை,காக்கை,Tamil,300 BCE - present
நாராயணன்,नारायण,Sanskrit,1500 BCE - present (liturgical/classical)
உபாயம்,उपाय,Sanskrit,1500 BCE - present (liturgical/classical)
குருத்துவம்,गुरु,Sanskrit,1500 BCE - present (liturgical/classical)
குருத்தோலைஞாயிறு,குருத்தோலை,Tamil,300 BCE - present
குருத்தோலைஞாயிறு,ஞாயிறு,Tamil,300 BCE - present
குருத்தோலை,குருத்து,Tamil,300 BCE - present
குருத்தோலை,ஓலை,Tamil,300 BCE - present
பிரார்த்தனை,प्रार्थन,Sanskrit,1500 BCE - present (liturgical/classical)
குருத்தெலும்பு,குருத்து,Tamil,300 BCE - present
குருத்தெலும்பு,எலும்பு,Tamil,300 BCE - present
வாழ்,*wāẓ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
வாழ்த்துரை,வாழ்த்து,Tamil,300 BCE - present
வாழ்த்துரை,உரை,Tamil,300 BCE - present
பெருநெஞ்சு,பெருமை,Tamil,300 BCE - present
பெருநெஞ்சு,நெஞ்சு,Tamil,300 BCE - present
அச்சன்,𑀅𑀚𑁆𑀚,Prakrit,500 BCE - 1000 CE
அச்சன்,आर्य,Sanskrit,1500 BCE - present (liturgical/classical)
ஆளாபம்,आलाप,Sanskrit,1500 BCE - present (liturgical/classical)
சித்தார்,ستار,Urdu,not available
வீணை,वीणा,Sanskrit,1500 BCE - present (liturgical/classical)
ஆலாபனம்,आलपन,Sanskrit,1500 BCE - present (liturgical/classical)
சரபத்து,سرود,Urdu,not available
சரபத்து,شَرَاب,Arabic,600 CE - present
சங்கீதம்,संगीत,Sanskrit,1500 BCE - present (liturgical/classical)
கிரமேண,क्रमेण,Sanskrit,1500 BCE - present (liturgical/classical)
தேவஸ்தானம்,देव,Sanskrit,1500 BCE - present (liturgical/classical)
நாளுக்குநாள்,நாளுக்கு,Tamil,300 BCE - present
நாளுக்குநாள்,நாள்,Tamil,300 BCE - present
நாளெல்லை,நாள்,Tamil,300 BCE - present
நாளெல்லை,எல்லை,Tamil,300 BCE - present
நிவாசம்,नि-,Sanskrit,1500 BCE - present (liturgical/classical)
நிவசதி,नि,Sanskrit,1500 BCE - present (liturgical/classical)
தரிசனம்,दर्शन,Sanskrit,1500 BCE - present (liturgical/classical)
குறைநாள்,குறை,Tamil,300 BCE - present
குறைநாள்,நாள்,Tamil,300 BCE - present
தொற்றுநோய்,தொற்று,Tamil,300 BCE - present
தொற்றுநோய்,நோய்,Tamil,300 BCE - present
கொரோனா,corona,English,1550 CE - present
அறிகுறி,அறி,Tamil,300 BCE - present
அறிகுறி,குறி,Tamil,300 BCE - present
நவீனம்,नवीन,Sanskrit,1500 BCE - present (liturgical/classical)
உயர்திணை,உயர்,Tamil,300 BCE - present
உயர்திணை,திணை,Tamil,300 BCE - present
கழனி,*keẓ-d,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
சபை,सभा,Sanskrit,1500 BCE - present (liturgical/classical)
ஜமாத்து,جماعت,Persian,1000 CE - present
ஜமாத்து,جَمَاعَة,Arabic,600 CE - present
காந்தாரம்,गान्धार,Sanskrit,1500 BCE - present (liturgical/classical)
தக்கணநாடு,தக்கண,Tamil,300 BCE - present
தக்கணநாடு,நாடு,Tamil,300 BCE - present
மலாக்கா,Melaka,Malay,not available
பூமிசாஸ்திரம்,भूमि,Sanskrit,1500 BCE - present (liturgical/classical)
ஸ்தாயி,स्थायिन्,Sanskrit,1500 BCE - present (liturgical/classical)
இலயை,लय,Sanskrit,1500 BCE - present (liturgical/classical)
இலயம்,लय,Sanskrit,1500 BCE - present (liturgical/classical)
இலம்பகம்,लम्बक,Sanskrit,1500 BCE - present (liturgical/classical)
உழவுகாடு,உழவு,Tamil,300 BCE - present
உழவுகாடு,காடு,Tamil,300 BCE - present
உழவுசால்,உழவு,Tamil,300 BCE - present
உழவுசால்,சால்,Tamil,300 BCE - present
சிமிட்டி,cement,English,1550 CE - present
சுண்ணாம்பு,cuṇṇa,Maharastri Prakrit,1 CE - 700 CE
வரும்படி,வரும்,Tamil,300 BCE - present
வரும்படி,படி,Tamil,300 BCE - present
வருபொருள்,வரு,Tamil,300 BCE - present
வருபொருள்,பொருள்,Tamil,300 BCE - present
வருபோகம்,வரு,Tamil,300 BCE - present
வருபோகம்,போகம்,Tamil,300 BCE - present
களிமண்,களி,Tamil,300 BCE - present
களிமண்,மண்,Tamil,300 BCE - present
தயார்,तैयार,Hindi,not available
தயார்,تیار,Persian,1000 CE - present
தயார்,طَيَار,Arabic,600 CE - present
கப்பற்சேதம்,கப்பற்,Tamil,300 BCE - present
கப்பற்சேதம்,சேதம்,Tamil,300 BCE - present
கப்பற்சண்டை,கப்பற்,Tamil,300 BCE - present
கப்பற்சண்டை, சண்டை,Tamil,300 BCE - present
பயிர்வழி,பயிர்,Tamil,300 BCE - present
பயிர்வழி,வழி,Tamil,300 BCE - present
பயிருழவு,பயிர்,Tamil,300 BCE - present
பயிருழவு,உழவு,Tamil,300 BCE - present
ஊடுதாக்கு,ஊடு,Tamil,300 BCE - present
ஊடுதாக்கு,தாக்கு,Tamil,300 BCE - present
பண்டபதார்த்தம்,பண்ட,Tamil,300 BCE - present
பண்டபதார்த்தம்,பதார்த்தம்,Tamil,300 BCE - present
ஏமுறு,ஏமம்,Tamil,300 BCE - present
ஏமுறு,உறு,Tamil,300 BCE - present
கால்நடை,கால்,Tamil,300 BCE - present
கால்நடை,நடை,Tamil,300 BCE - present
சிறுநீர்,சிறு,Tamil,300 BCE - present
சிறுநீர்,நீர்,Tamil,300 BCE - present
இன்னணம்,இன்ன,Tamil,300 BCE - present
இன்னணம்,வண்ணம்,Tamil,300 BCE - present
கார்த்திகைவாளை,கார்த்திகை,Tamil,300 BCE - present
கார்த்திகைவாளை,வாளை,Tamil,300 BCE - present
சாளை,साल,Sanskrit,1500 BCE - present (liturgical/classical)
வாணியன்பொருவா,வாணியன்,Tamil,300 BCE - present
வாணியன்பொருவா,பொருவா,Tamil,300 BCE - present
பீசுகோலா,பீசு,Tamil,300 BCE - present
பீசுகோலா,கோலா,Tamil,300 BCE - present
கரிவாளன்கோலா,கரிவாளன்,Tamil,300 BCE - present
கரிவாளன்கோலா,கோலா,Tamil,300 BCE - present
கொழுத்தமுரல்,கொழுத்த,Tamil,300 BCE - present
கொழுத்தமுரல்,முரல்,Tamil,300 BCE - present
அந்தரீயம்,अन्तरीय,Sanskrit,1500 BCE - present (liturgical/classical)
உத்தரீயம்,उत्तरीय,Sanskrit,1500 BCE - present (liturgical/classical)
பூஜை,पूजा,Sanskrit,1500 BCE - present (liturgical/classical)
காஞ்சிபுரம்,காஞ்சி,Tamil,300 BCE - present
காஞ்சிபுரம்,புரம்,Tamil,300 BCE - present
இராமமுழியன்,இராம,Tamil,300 BCE - present
இராமமுழியன்,முழியன்,Tamil,300 BCE - present
உந்திபூத்தோன்,உந்தி,Tamil,300 BCE - present
உந்திபூத்தோன்,பூத்தோன்,Tamil,300 BCE - present
க்ஷிரஸமுத்ரம்,क्षीर,Sanskrit,1500 BCE - present (liturgical/classical)
க்ஷிரஸமுத்ரம்,समुद्र,Sanskrit,1500 BCE - present (liturgical/classical)
பாற்கடல்,பால்,Tamil,300 BCE - present
பாற்கடல்,கடல்,Tamil,300 BCE - present
என்கை,என்,Tamil,300 BCE - present
என்கை,கை,Tamil,300 BCE - present
என்னுங்காட்டில்,என்னுங்,Tamil,300 BCE - present
என்னுங்காட்டில்,காட்டில்,Tamil,300 BCE - present
சாரம்,सार,Sanskrit,1500 BCE - present (liturgical/classical)
ஆளுங்கணம்,ஆளுங்,Tamil,300 BCE - present
ஆளுங்கணம்,கணம்,Tamil,300 BCE - present
அதிகரி,अधिक,Sanskrit,1500 BCE - present (liturgical/classical)
அதிகரி,अधिकार,Sanskrit,1500 BCE - present (liturgical/classical)
அதிகரி,आधीकृ,Sanskrit,1500 BCE - present (liturgical/classical)
ஆலோசனை,आलोचन,Sanskrit,1500 BCE - present (liturgical/classical)
கஷ்டம்,कष्ट,Sanskrit,1500 BCE - present (liturgical/classical)
கொய்யா,guayaba,Spanish,1600 CE - present
கொய்யா,goiaba,Portuguese,1516 CE - present
உக்கம்பருத்தி,உக்கம்,Tamil,300 BCE - present
உக்கம்பருத்தி,பருத்தி,Tamil,300 BCE - present
ஆவணப்படம்,ஆவணம்,Tamil,300 BCE - present
ஆவணப்படம்,படம்,Tamil,300 BCE - present
சாதி,साधति,Sanskrit,1500 BCE - present (liturgical/classical)
தண்டி,दण्ड,Sanskrit,1500 BCE - present (liturgical/classical)
தாச்சா,द्राक्षा,Sanskrit,1500 BCE - present (liturgical/classical)
மீன்வேட்டை,மீன்,Tamil,300 BCE - present
மீன்வேட்டை,வேட்டை,Tamil,300 BCE - present
விவரணம்,विवरण,Sanskrit,1500 BCE - present (liturgical/classical)
வாகியம்,बाह्य,Sanskrit,1500 BCE - present (liturgical/classical)
சோக்கரா,छोकरा,Hindi,not available
திரிபுண்டரம்,त्रिपुण्ड्र,Sanskrit,1500 BCE - present (liturgical/classical)
புண்டரம்,पुण्ड्र,Sanskrit,1500 BCE - present (liturgical/classical)
பீடி,बीड़ी,Hindi,not available
பீடி,پیڙهی,Urdu,not available
தக்கணை,दक्षिण,Sanskrit,1500 BCE - present (liturgical/classical)
சாதனம்,साधन,Sanskrit,1500 BCE - present (liturgical/classical)
சடங்கு,साङ्ग,Sanskrit,1500 BCE - present (liturgical/classical)
பணியாரம்,पण्य,Sanskrit,1500 BCE - present (liturgical/classical)
இயாத்திரை,यात्रा,Sanskrit,1500 BCE - present (liturgical/classical)
சுகவழி,சுகம்,Tamil,300 BCE - present
சுகவழி,வழி,Tamil,300 BCE - present
அபாயம்,अपाय,Sanskrit,1500 BCE - present (liturgical/classical)
சனிக்கிழமை,சனி,Tamil,300 BCE - present
சனிக்கிழமை,கிழமை,Tamil,300 BCE - present
மனனம்,मनन,Sanskrit,1500 BCE - present (liturgical/classical)
பல்லக்கு,पल्लङ्क,Maharastri Prakrit,1 CE - 700 CE
யானம்,यान,Sanskrit,1500 BCE - present (liturgical/classical)
சிவிகை,शिबिका,Sanskrit,1500 BCE - present (liturgical/classical)
குதிரைவாலி,குதிரை,Tamil,300 BCE - present
குதிரைவாலி,வாலி,Tamil,300 BCE - present
பிலிம்பி,blimbing,Malay,not available
குடம்புளி,குடம்,Tamil,300 BCE - present
குடம்புளி,புளி,Tamil,300 BCE - present
பச்சிலை,பச்சை,Tamil,300 BCE - present
பச்சிலை,இலை,Tamil,300 BCE - present
கானங்கோழி,கானம்,Tamil,300 BCE - present
கானங்கோழி,கோழி,Tamil,300 BCE - present
ஹம்ஸம்,हंस,Sanskrit,1500 BCE - present (liturgical/classical)
ஹ்ரஸ்வம்,ह्रस्व,Sanskrit,1500 BCE - present (liturgical/classical)
ஹயக்ரீவன்,हयग्रीव,Sanskrit,1500 BCE - present (liturgical/classical)
கொள்வனை,கொள்,Tamil,300 BCE - present
கொள்வனை, வனை,Tamil,300 BCE - present
மறுசொல்,மறு,Tamil,300 BCE - present
மறுசொல்,சொல்,Tamil,300 BCE - present
மருநிலம்,மரு,Tamil,300 BCE - present
மருநிலம்,நிலம்,Tamil,300 BCE - present
மறுரூபம்,மறு,Tamil,300 BCE - present
மறுரூபம்,ரூபம்,Tamil,300 BCE - present
மறுநாள்,மறு,Tamil,300 BCE - present
மறுநாள்,நாள்,Tamil,300 BCE - present
மாருதி,मारुति,Sanskrit,1500 BCE - present (liturgical/classical)
இலக்குமி,लक्ष्मी,Sanskrit,1500 BCE - present (liturgical/classical)
செட்டிநாகம்,செட்டி,Tamil,300 BCE - present
செட்டிநாகம்,நாகம்,Tamil,300 BCE - present
சிராத்தம்,श्राद्ध,Sanskrit,1500 BCE - present (liturgical/classical)
சதுர்முகன்,चतुर्मुख,Sanskrit,1500 BCE - present (liturgical/classical)
விளைபொருள்,விளை,Tamil,300 BCE - present
விளைபொருள்,பொருள்,Tamil,300 BCE - present
விளைநிலம்,விளை,Tamil,300 BCE - present
விளைநிலம்,நிலம்,Tamil,300 BCE - present
குபேரன்,कुबेर,Sanskrit,1500 BCE - present (liturgical/classical)
விசுவகருமா,विश्वकर्मन्,Sanskrit,1500 BCE - present (liturgical/classical)
துர்க்கை,दुर्ग,Sanskrit,1500 BCE - present (liturgical/classical)
தீபாராதனை,दीप,Sanskrit,1500 BCE - present (liturgical/classical)
சிரேட்டி,श्रेष्ठिन्,Sanskrit,1500 BCE - present (liturgical/classical)
பிரபலம்,प्रबल,Sanskrit,1500 BCE - present (liturgical/classical)
அரைகல்,அரை,Tamil,300 BCE - present
அரைகல்,கல்,Tamil,300 BCE - present
பயன்படு,பயன்,Tamil,300 BCE - present
பயன்படு,படு,Tamil,300 BCE - present
அதிகம்,अधिक,Sanskrit,1500 BCE - present (liturgical/classical)
இரண்டை,रण्ड,Sanskrit,1500 BCE - present (liturgical/classical)
பண்டிதம்,पण्डित,Sanskrit,1500 BCE - present (liturgical/classical)
தலைமாடு,தலை,Tamil,300 BCE - present
தலைமாடு,மாடு,Tamil,300 BCE - present
சுவாமி,स्वामिन्,Sanskrit,1500 BCE - present (liturgical/classical)
தெரிபடு,தெரி,Tamil,300 BCE - present
தெரிபடு,படு,Tamil,300 BCE - present
போலீசு,police,English,1550 CE - present
கல்லேறு,கல்,Tamil,300 BCE - present
கல்லேறு,எறி,Tamil,300 BCE - present
கற்குளி,கல்,Tamil,300 BCE - present
கற்குளி,குளி,Tamil,300 BCE - present
முத்து,मुक्ता,Sanskrit,1500 BCE - present (liturgical/classical)
கருப்பட்டி,கரும்பு,Tamil,300 BCE - present
கருப்பட்டி,அட்டு,Tamil,300 BCE - present
வெண்ணெய்தல்,வெண்மை,Tamil,300 BCE - present
வெண்ணெய்தல்,நெய்தல்,Tamil,300 BCE - present
கருப்பநீர்,கரும்பு,Tamil,300 BCE - present
கருப்பநீர்,நீர்,Tamil,300 BCE - present
சிவப்புமரம்,சிவப்பு,Tamil,300 BCE - present
சிவப்புமரம்,மரம்,Tamil,300 BCE - present
கத்திரியன்,क्षत्रिय,Sanskrit,1500 BCE - present (liturgical/classical)
வைசிகன்,वैश्य,Sanskrit,1500 BCE - present (liturgical/classical)
கீலாரி,खिलारी,Marathi,not available
கொல்லன்பட்டடை,கொல்லன்,Tamil,300 BCE - present
கொல்லன்பட்டடை,பட்டடை,Tamil,300 BCE - present
கொல்லன்பட்டரை,கொல்லன்,Tamil,300 BCE - present
கொல்லன்பட்டரை,பட்டரை,Tamil,300 BCE - present
பஞ்சாயத்து,पंचायत,Hindi,not available
பிரபோதிகை,प्रबोधिक,Sanskrit,1500 BCE - present (liturgical/classical)
போதி,बोधि,Sanskrit,1500 BCE - present (liturgical/classical)
செத்தவீடு,செத்த,Tamil,300 BCE - present
செத்தவீடு,வீடு,Tamil,300 BCE - present
துக்கி,दुःख,Sanskrit,1500 BCE - present (liturgical/classical)
மயிரிழவு,மயிர்,Tamil,300 BCE - present
மயிரிழவு,இழவு,Tamil,300 BCE - present
இழவுகொண்டாடு,இழவு,Tamil,300 BCE - present
இழவுகொண்டாடு,கொண்டாடு,Tamil,300 BCE - present
சிதை,चिता,Sanskrit,1500 BCE - present (liturgical/classical)
துக்கம்,दुःख,Sanskrit,1500 BCE - present (liturgical/classical)
விசாரணை,विचार,Sanskrit,1500 BCE - present (liturgical/classical)
தகவல்,دَخْل,Arabic,600 CE - present
பரிசுத்தாவி,பரிசுத்த,Tamil,300 BCE - present
பரிசுத்தாவி,ஆவி,Tamil,300 BCE - present
பிரதமம்,प्रथम,Sanskrit,1500 BCE - present (liturgical/classical)
செம்மறி,செம்-,Tamil,300 BCE - present
செம்மறி,மறி,Tamil,300 BCE - present
உத்தரவு,उत्तर,Sanskrit,1500 BCE - present (liturgical/classical)
நெய்த்தோர்,*neyttVr,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
ஆபீசு,office,English,1550 CE - present
உலுவம்,حلبه,Urdu,not available
உலுவம்,حلبه‎,Persian,1000 CE - present
உலுவம்,حُلْبَة,Arabic,600 CE - present
முஸ்தாஜிரி,مستاجری,Urdu,not available
அலங்காரம்,अलंकार,Sanskrit,1500 BCE - present (liturgical/classical)
மன்வந்தரம்,मन्वन्तर,Sanskrit,1500 BCE - present (liturgical/classical)
ரோகிணி,रोहिणी,Sanskrit,1500 BCE - present (liturgical/classical)
கிணற்றாமை,கிணறு,Tamil,300 BCE - present
கிணற்றாமை,ஆமை,Tamil,300 BCE - present
தூர்வாரு,தூர்,Tamil,300 BCE - present
தூர்வாரு,வாரு,Tamil,300 BCE - present
நடைகிணறு,நடை,Tamil,300 BCE - present
நடைகிணறு,கிணறு,Tamil,300 BCE - present
வல்லூற்று,வல்,Tamil,300 BCE - present
வல்லூற்று,ஊற்று,Tamil,300 BCE - present
ஏற்றக்கால்,ஏற்றம்,Tamil,300 BCE - present
ஏற்றக்கால்,கால்,Tamil,300 BCE - present
ஐரோப்பியன்,Europa,German,750 CE - present
ஐரோப்பியன்,European,English,1550 CE - present
பொது முடக்கம்,பொது,Tamil,300 BCE - present
பொது முடக்கம்,முடக்கம்,Tamil,300 BCE - present
ஓய்வுநாள்,ஓய்வு,Tamil,300 BCE - present
ஓய்வுநாள்,நாள்,Tamil,300 BCE - present
தீர்ப்பு,தீர்,Tamil,300 BCE - present
தீர்ப்பு,-ப்பு,Tamil,300 BCE - present
பரிசுத்தம்,परिशुद्ध,Sanskrit,1500 BCE - present (liturgical/classical)
பரிசுத்தம்,परि-,Sanskrit,1500 BCE - present (liturgical/classical)
பரிசுத்தம்,शुद्ध,Sanskrit,1500 BCE - present (liturgical/classical)
ஆசீர்வசனம்,आशीर्वचन,Sanskrit,1500 BCE - present (liturgical/classical)
வியாபி,व्यापन,Sanskrit,1500 BCE - present (liturgical/classical)
நாசி,नासिका,Sanskrit,1500 BCE - present (liturgical/classical)
நித்திரை,निद्रा,Sanskrit,1500 BCE - present (liturgical/classical)
ஸ்த்ரீ,स्त्री,Sanskrit,1500 BCE - present (liturgical/classical)
உண்டுபண்ணு,உண்டு,Tamil,300 BCE - present
உண்டுபண்ணு,பண்ணு,Tamil,300 BCE - present
சீதை,सीता,Sanskrit,1500 BCE - present (liturgical/classical)
இராமர்,राम,Sanskrit,1500 BCE - present (liturgical/classical)
