Term,Stamm,Sprache,Zeitraum
చింతకూర,చింత,Telugu,600 CE - present
చింతకూర,కూర,Telugu,600 CE - present
అల్లము,𑀅𑀮𑁆𑀮𑀅,Prakrit,500 BCE - 1000 CE
అల్లము,आर्द्रक,Sanskrit,1500 BCE - present (liturgical/classical)
గృహము,गृह,Sanskrit,1500 BCE - present (liturgical/classical)
పనస,*palṇas,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
పనసతొన,పనస,Telugu,600 CE - present
పనసతొన,తొన,Telugu,600 CE - present
గృహప్రవేశము,गृहप्रवेश,Sanskrit,1500 BCE - present (liturgical/classical)
తెల్లగడ్డ,తెల్ల,Telugu,600 CE - present
తెల్లగడ్డ,గడ్డ,Telugu,600 CE - present
తెల్లకల్లు,తెల్ల,Telugu,600 CE - present
తెల్లకల్లు,కల్లు,Telugu,600 CE - present
మునగాకు,మునగ,Telugu,600 CE - present
మునగాకు,ఆకు,Telugu,600 CE - present
ప్రభాకరుడు,प्रभाकर,Sanskrit,1500 BCE - present (liturgical/classical)
భారతమాత,భారత,Telugu,600 CE - present
భారతమాత,మాత,Telugu,600 CE - present
మాత,मातृ,Sanskrit,1500 BCE - present (liturgical/classical)
మాత,*méh₂tēr,Proto-Indo-European,4500 BCE - 2500 BCE
జననీజనకులు,జనని,Telugu,600 CE - present
జననీజనకులు,జనకుడు,Telugu,600 CE - present
తరువు,तरु,Sanskrit,1500 BCE - present (liturgical/classical)
శశివర్ణం,శశి,Telugu,600 CE - present
శశివర్ణం,వర్ణం,Telugu,600 CE - present
అంకమ్మ,అంకు,Telugu,600 CE - present
అంకమ్మ,అమ్మ,Telugu,600 CE - present
అగ్గికాలము,అగ్గి,Telugu,600 CE - present
అగ్గికాలము,కాలము,Telugu,600 CE - present
అగ్నిపర్వతము,అగ్ని,Telugu,600 CE - present
అగ్నిపర్వతము,పర్వతము,Telugu,600 CE - present
అజ,अजा,Sanskrit,1500 BCE - present (liturgical/classical)
అటుమొన్న,అటు,Telugu,600 CE - present
అటుమొన్న,మొన్న,Telugu,600 CE - present
అటుపూర్వము,అటు,Telugu,600 CE - present
అటుపూర్వము,పూర్వము,Telugu,600 CE - present
అటుపక్క,అటు,Telugu,600 CE - present
అటుపక్క,పక్క,Telugu,600 CE - present
అటుతర్వాత,అటు,Telugu,600 CE - present
అటుతర్వాత,తర్వాత,Telugu,600 CE - present
అతిథిధర్మము,धर्म,Sanskrit,1500 BCE - present (liturgical/classical)
ధర్మాసుపత్రి,धर्म,Sanskrit,1500 BCE - present (liturgical/classical)
అదితి,अदिति,Sanskrit,1500 BCE - present (liturgical/classical)
అద్రి,अद्रि,Sanskrit,1500 BCE - present (liturgical/classical)
నేత,नेता,Sanskrit,1500 BCE - present (liturgical/classical)
ముఖచిత్రము,ముఖ,Telugu,600 CE - present
ముఖచిత్రము,చిత్రము,Telugu,600 CE - present
ముఖకుహరము,ముఖ,Telugu,600 CE - present
ముఖకుహరము,కుహరము,Telugu,600 CE - present
అనంతరూపుడు,अनन्त,Sanskrit,1500 BCE - present (liturgical/classical)
కవాతు,قَوَاعِد,Arabic,600 CE - present
ధారాసంపాతము,ధార,Telugu,600 CE - present
ధారాసంపాతము,సంపాతము,Telugu,600 CE - present
కంఠాభరణము,कण्ठ,Sanskrit,1500 BCE - present (liturgical/classical)
గోపతి,గో,Telugu,600 CE - present
గోపతి,పతి,Telugu,600 CE - present
అన్నవస్త్రములు,అన్నము,Telugu,600 CE - present
అన్నవస్త్రములు,వస్త్రము,Telugu,600 CE - present
పేడనీళ్లు,పేడ,Telugu,600 CE - present
పేడనీళ్లు,నీళ్లు,Telugu,600 CE - present
త్రికోణమితి,త్రి,Telugu,600 CE - present
త్రికోణమితి,కోణ,Telugu,600 CE - present
త్రికోణమితి,మితి,Telugu,600 CE - present
ఎద్దులబండి,ఎద్దులు,Telugu,600 CE - present
ఎద్దులబండి,బండి,Telugu,600 CE - present
ఎద్దులనోము,ఎద్దులు,Telugu,600 CE - present
ఎద్దులనోము,నోము,Telugu,600 CE - present
యాత్ర,यात्रा,Sanskrit,1500 BCE - present (liturgical/classical)
అప్ప,*appa,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
రెక్కలచీమ,రెక్కల,Telugu,600 CE - present
రెక్కలచీమ,చీమ,Telugu,600 CE - present
చలిచీమ,చలి,Telugu,600 CE - present
చలిచీమ,చీమ,Telugu,600 CE - present
చీమంత,చీమ,Telugu,600 CE - present
చీమంత,అంత,Telugu,600 CE - present
తోకచుక్క,తోక,Telugu,600 CE - present
తోకచుక్క,చుక్క,Telugu,600 CE - present
చుక్కకూర,చుక్క,Telugu,600 CE - present
చుక్కకూర,కూర,Telugu,600 CE - present
వేగుచుక్క,వేగు,Telugu,600 CE - present
వేగుచుక్క,చుక్క,Telugu,600 CE - present
అమల,अमला,Sanskrit,1500 BCE - present (liturgical/classical)
అంగన,अङ्ग,Sanskrit,1500 BCE - present (liturgical/classical)
ధనధాన్యములు,ధనము,Telugu,600 CE - present
ధనధాన్యములు,ధాన్యము,Telugu,600 CE - present
అంగజ,अङ्ग,Sanskrit,1500 BCE - present (liturgical/classical)
దీపము,दीप,Sanskrit,1500 BCE - present (liturgical/classical)
దీపావళి,दीपावलि,Sanskrit,1500 BCE - present (liturgical/classical)
గర్భస్రావము,गर्भ,Sanskrit,1500 BCE - present (liturgical/classical)
సీతారాములు,సీత,Telugu,600 CE - present
సీతారాములు,రాముడు,Telugu,600 CE - present
మల్లెమొగ్గ,మల్లె,Telugu,600 CE - present
మల్లెమొగ్గ,మొగ్గ,Telugu,600 CE - present
కలిమిలేములు,కలిమి,Telugu,600 CE - present
కలిమిలేములు,లేమి,Telugu,600 CE - present
రాజహంస,రాజ,Telugu,600 CE - present
రాజహంస,హంస,Telugu,600 CE - present
అర్హత,अर्हत्,Sanskrit,1500 BCE - present (liturgical/classical)
పనామా,Panama,English,1550 CE - present
పెరుగన్నము,పెరుగు,Telugu,600 CE - present
పెరుగన్నము,అన్నము,Telugu,600 CE - present
గురుశిష్యులు,గురువు,Telugu,600 CE - present
గురుశిష్యులు,శిష్యుడు,Telugu,600 CE - present
లఘుకోణము,लघु,Sanskrit,1500 BCE - present (liturgical/classical)
శాస్త్రము,शास्त्र,Sanskrit,1500 BCE - present (liturgical/classical)
విద్యాలయము,విద్య,Telugu,600 CE - present
విద్యాలయము,ఆలయము,Telugu,600 CE - present
బడిపంతులు,బడి,Telugu,600 CE - present
బడిపంతులు,పంతులు,Telugu,600 CE - present
అంగము,अङ्ग,Sanskrit,1500 BCE - present (liturgical/classical)
పంచాంగము,పంచ,Telugu,600 CE - present
పంచాంగము,అంగము,Telugu,600 CE - present
ఆన,आज्ञा,Sanskrit,1500 BCE - present (liturgical/classical)
అల్లికాడ,అల్లి,Telugu,600 CE - present
అల్లికాడ,కాడ,Telugu,600 CE - present
విధి,विधि,Sanskrit,1500 BCE - present (liturgical/classical)
నిజము,निज,Sanskrit,1500 BCE - present (liturgical/classical)
ఆది,आदि,Sanskrit,1500 BCE - present (liturgical/classical)
రావిచెట్టు,రావి,Telugu,600 CE - present
రావిచెట్టు,చెట్టు,Telugu,600 CE - present
రావియాకు,రావి,Telugu,600 CE - present
రావియాకు,ఆకు,Telugu,600 CE - present
మాయ,माया,Sanskrit,1500 BCE - present (liturgical/classical)
మాయావి,माया,Sanskrit,1500 BCE - present (liturgical/classical)
పేకాట,పేక,Telugu,600 CE - present
పేకాట,ఆట,Telugu,600 CE - present
పేక,pack,English,1550 CE - present
పరమపదము,పరమ,Telugu,600 CE - present
పరమపదము,పదము,Telugu,600 CE - present
పదకోశము,పదము,Telugu,600 CE - present
పదకోశము,కోశము,Telugu,600 CE - present
పదాతిబలము,పదాతి,Telugu,600 CE - present
పదాతిబలము,బలము,Telugu,600 CE - present
సంగీతము,सङ्गीत,Sanskrit,1500 BCE - present (liturgical/classical)
అహింస,अहिंसा,Sanskrit,1500 BCE - present (liturgical/classical)
హింస,हिंसा,Sanskrit,1500 BCE - present (liturgical/classical)
దినము,दिन,Sanskrit,1500 BCE - present (liturgical/classical)
దినము,*dyew-,Proto-Indo-European,4500 BCE - 2500 BCE
ఆజ్ఞ,आज्ञा,Sanskrit,1500 BCE - present (liturgical/classical)
దండనము,दण्डन,Sanskrit,1500 BCE - present (liturgical/classical)
హిమాలయము,हिमालय,Sanskrit,1500 BCE - present (liturgical/classical)
హృదయము,हृदय,Sanskrit,1500 BCE - present (liturgical/classical)
రూపము,रूप,Sanskrit,1500 BCE - present (liturgical/classical)
రూపకారుడు,रूप,Sanskrit,1500 BCE - present (liturgical/classical)
చంకబిడ్డ,చంక,Telugu,600 CE - present
చంకబిడ్డ,బిడ్డ,Telugu,600 CE - present
చంకకాలు,చంక,Telugu,600 CE - present
చంకకాలు,కాలు,Telugu,600 CE - present
న్యాయము,न्याय,Sanskrit,1500 BCE - present (liturgical/classical)
వివరణ,विवरण,Sanskrit,1500 BCE - present (liturgical/classical)
ఖుషీ,ख़ुशी,Hindi,not available
నామము,नामन्,Sanskrit,1500 BCE - present (liturgical/classical)
కేశబంధము,కేశ,Telugu,600 CE - present
కేశబంధము,బంధము,Telugu,600 CE - present
శిరస్సు,शिरस्,Sanskrit,1500 BCE - present (liturgical/classical)
నాగభూషణుడు,नाग,Sanskrit,1500 BCE - present (liturgical/classical)
నాగకంకణుడు,नाग,Sanskrit,1500 BCE - present (liturgical/classical)
కేశపాశము,కేశ,Telugu,600 CE - present
కేశపాశము,పాశము,Telugu,600 CE - present
మిరపకాయ,మిరప,Telugu,600 CE - present
మిరపకాయ,కాయ,Telugu,600 CE - present
కర్బనము,carbon,English,1550 CE - present
విమానాశ్రయము,విమానము,Telugu,600 CE - present
విమానాశ్రయము,ఆశ్రయము,Telugu,600 CE - present
పంటకాలువ,పంట,Telugu,600 CE - present
పంటకాలువ,కాలువ,Telugu,600 CE - present
ఆవగింజ,ఆవ,Telugu,600 CE - present
ఆవగింజ,గింజ,Telugu,600 CE - present
ఆవంత,ఆవ,Telugu,600 CE - present
ఆవంత,అంత,Telugu,600 CE - present
ఆవకాయ,ఆవ,Telugu,600 CE - present
ఆవకాయ,కాయ,Telugu,600 CE - present
ఆహారము,आहार,Sanskrit,1500 BCE - present (liturgical/classical)
కాంత,कान्त,Sanskrit,1500 BCE - present (liturgical/classical)
గతి,गति,Sanskrit,1500 BCE - present (liturgical/classical)
గతి,*gʷémtis,Proto-Indo-European,4500 BCE - 2500 BCE
తోయము,तोय,Sanskrit,1500 BCE - present (liturgical/classical)
ధరిత్రి,धरित्री,Sanskrit,1500 BCE - present (liturgical/classical)
వీధినాటకము,వీధి,Telugu,600 CE - present
వీధినాటకము,నాటకము,Telugu,600 CE - present
నాభినాళము,నాభి,Telugu,600 CE - present
నాభినాళము,నాళము,Telugu,600 CE - present
నారికేళము,नारिकेल,Sanskrit,1500 BCE - present (liturgical/classical)
నాడీకణము,నాడి,Telugu,600 CE - present
నాడీకణము,కణము,Telugu,600 CE - present
పెన్సిలు,pencil,English,1550 CE - present
కలము,κάλαμος,Ancient Greek,1500 BCE - 300 BCE
ఉచ్ఛ్వాసము,उच्छ्वास,Sanskrit,1500 BCE - present (liturgical/classical)
తత్సమము,తత్,Telugu,600 CE - present
తత్సమము,సమము,Telugu,600 CE - present
యమునానది,యమున,Telugu,600 CE - present
యమునానది,నది,Telugu,600 CE - present
గంగానది,గంగ,Telugu,600 CE - present
గంగానది,నది,Telugu,600 CE - present
అకారము,అ,Telugu,600 CE - present
అకారము,కారము,Telugu,600 CE - present
అనాది,अनादि,Sanskrit,1500 BCE - present (liturgical/classical)
అభయహస్తము,అభయ,Telugu,600 CE - present
అభయహస్తము,హస్తము,Telugu,600 CE - present
అరణ్యము,अरण्य,Sanskrit,1500 BCE - present (liturgical/classical)
అడవినిమ్మ,అడవి,Telugu,600 CE - present
అడవినిమ్మ,నిమ్మ,Telugu,600 CE - present
అడవికుక్క,అడవి,Telugu,600 CE - present
అడవికుక్క,కుక్క,Telugu,600 CE - present
అడవిఅరటి,అడవి,Telugu,600 CE - present
అడవిఅరటి,అరటి,Telugu,600 CE - present
ఫేరవము,फेरव,Sanskrit,1500 BCE - present (liturgical/classical)
పిల్లిగడ్డము,పిల్లి,Telugu,600 CE - present
పిల్లిగడ్డము,గడ్డము,Telugu,600 CE - present
ఏకదళబీజము,ఏక,Telugu,600 CE - present
ఏకదళబీజము,దళ,Telugu,600 CE - present
ఏకదళబీజము,బీజము,Telugu,600 CE - present
ద్విదళబీజము,దళము,Telugu,600 CE - present
ద్విదళబీజము,బీజము,Telugu,600 CE - present
పిట్టకథ,పిట్ట,Telugu,600 CE - present
పిట్టకథ,కథ,Telugu,600 CE - present
పిట్టగూడు,పిట్ట,Telugu,600 CE - present
పిట్టగూడు,గూడు,Telugu,600 CE - present
నాగుపాము,నాగు,Telugu,600 CE - present
నాగుపాము,పాము,Telugu,600 CE - present
స్థిరాస్తి,స్థిర,Telugu,600 CE - present
స్థిరాస్తి,ఆస్తి,Telugu,600 CE - present
ఉర్వీశుడు,ఉర్వి,Telugu,600 CE - present
ఉర్వీశుడు,ఈశుడు,Telugu,600 CE - present
ఊదా,اودا,Urdu,not available
అక్షయలోకము,అక్షయ,Telugu,600 CE - present
అక్షయలోకము,లోకము,Telugu,600 CE - present
మహాకాళి,మహా,Telugu,600 CE - present
మహాకాళి,కాళి,Telugu,600 CE - present
మహాలక్ష్మి,మహా,Telugu,600 CE - present
మహాలక్ష్మి,లక్ష్మి,Telugu,600 CE - present
పులిగోరు,పులి,Telugu,600 CE - present
పులిగోరు,గోరు,Telugu,600 CE - present
నీరుకాకి,నీరు,Telugu,600 CE - present
నీరుకాకి,కాకి,Telugu,600 CE - present
గద్ద,गृध्र,Sanskrit,1500 BCE - present (liturgical/classical)
కోయిల,*kōy-il,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
దిష్టిబొమ్మ,దిష్టి,Telugu,600 CE - present
దిష్టిబొమ్మ,బొమ్మ,Telugu,600 CE - present
హోదా,عُهْدَة‎,Arabic,600 CE - present
రాశి,राशि,Sanskrit,1500 BCE - present (liturgical/classical)
కంఠసూత్రము,कण्ठ,Sanskrit,1500 BCE - present (liturgical/classical)
తాళిబొట్టు,తాళి,Telugu,600 CE - present
తాళిబొట్టు,బొట్టు,Telugu,600 CE - present
జలకంటకము,जलकण्टक,Classical Sanskrit,500 BCE - 1000 CE
బద్దెపురుగు,బద్దె,Telugu,600 CE - present
బద్దెపురుగు,పురుగు,Telugu,600 CE - present
కడుపునొప్పి,కడుపు,Telugu,600 CE - present
కడుపునొప్పి,నొప్పి,Telugu,600 CE - present
వెన్నునొప్పి,వెన్ను,Telugu,600 CE - present
వెన్నునొప్పి,నొప్పి,Telugu,600 CE - present
దీర్ఘము,दीर्घ,Sanskrit,1500 BCE - present (liturgical/classical)
దీర్ఘము,*drHgʰa-,Proto-Indo-Iranian,2200 BCE - 1800 BCE
దీర్ఘము,*dl̥h₁gʰós,Proto-Indo-European,4500 BCE - 2500 BCE
పిన్నమ్మ,పిన్న,Telugu,600 CE - present
పిన్నమ్మ,అమ్మ,Telugu,600 CE - present
అక్షయపాత్ర,అక్షయ,Telugu,600 CE - present
అక్షయపాత్ర,పాత్ర,Telugu,600 CE - present
గుద్దబొక్క,గుద్ద,Telugu,600 CE - present
గుద్దబొక్క,బొక్క,Telugu,600 CE - present
రుచిచూచు,రుచి,Telugu,600 CE - present
రుచిచూచు,చూచు,Telugu,600 CE - present
శుభ్రముచేయు,శుభ్రము,Telugu,600 CE - present
శుభ్రముచేయు,చేయు,Telugu,600 CE - present
రుచి,रुचि,Sanskrit,1500 BCE - present (liturgical/classical)
నాటకమాడు,నాటకం,Telugu,600 CE - present
నాటకమాడు,ఆడు,Telugu,600 CE - present
జంతుశాస్త్రజ్ఞుడు,జంతు,Telugu,600 CE - present
జంతుశాస్త్రజ్ఞుడు,శాస్త్రజ్ఞుడు,Telugu,600 CE - present
భౌతికశాస్త్రవేత్త,భౌతిక,Telugu,600 CE - present
భౌతికశాస్త్రవేత్త,శాస్త్రవేత్త,Telugu,600 CE - present
భాషాశాస్త్రవేత్త,భాష,Telugu,600 CE - present
భాషాశాస్త్రవేత్త,శాస్త్రవేత్త,Telugu,600 CE - present
రసాయనశాస్త్రజ్ఞుడు,రసాయన,Telugu,600 CE - present
రసాయనశాస్త్రజ్ఞుడు,శాస్త్రజ్ఞుడు,Telugu,600 CE - present
సూక్ష్మజీవశాస్త్రజ్ఞుడు,సూక్ష్మజీవ,Telugu,600 CE - present
సూక్ష్మజీవశాస్త్రజ్ఞుడు,శాస్త్రజ్ఞుడు,Telugu,600 CE - present
రామలక్ష్మణులు,రాముడు,Telugu,600 CE - present
రామలక్ష్మణులు,లక్ష్మణుడు,Telugu,600 CE - present
ముల్లోకములు,మూడు,Telugu,600 CE - present
ముల్లోకములు,లోకములు,Telugu,600 CE - present
ప్రథమచికిత్స,ప్రథమ,Telugu,600 CE - present
ప్రథమచికిత్స,చికిత్స,Telugu,600 CE - present
నాటుమందు,నాటు,Telugu,600 CE - present
నాటుమందు,మందు,Telugu,600 CE - present
నాటువైద్యుడు,నాటు,Telugu,600 CE - present
నాటువైద్యుడు,వైద్యుడు,Telugu,600 CE - present
మాల,माला,Sanskrit,1500 BCE - present (liturgical/classical)
రాష్ట్రపతి,राष्ट्रपति,Hindi,not available
మూతపడు,మూత,Telugu,600 CE - present
మూతపడు,పడు,Telugu,600 CE - present
సమాప్తమగు,సమాప్తము,Telugu,600 CE - present
సమాప్తమగు,అగు,Telugu,600 CE - present
పూర్తిచేయు,పూర్తి,Telugu,600 CE - present
పూర్తిచేయు,చేయు,Telugu,600 CE - present
చంకనాకు,చంక,Telugu,600 CE - present
చంకనాకు,నాకు,Telugu,600 CE - present
సంభోగముచేయు,సంభోగము,Telugu,600 CE - present
సంభోగముచేయు,చేయు,Telugu,600 CE - present
కాపాడు,కాపు,Telugu,600 CE - present
కాపాడు,ఆడు,Telugu,600 CE - present
పోరాడు,పోరు,Telugu,600 CE - present
పోరాడు,ఆడు,Telugu,600 CE - present
మాటలాడు,మాటలు,Telugu,600 CE - present
మాటలాడు,ఆడు,Telugu,600 CE - present
పూజచేయు,పూజ,Telugu,600 CE - present
పూజచేయు,చేయు,Telugu,600 CE - present
ద్వి-,द्वि,Sanskrit,1500 BCE - present (liturgical/classical)
-కారము,-कार,Sanskrit,1500 BCE - present (liturgical/classical)
ఆటాడు,ఆట,Telugu,600 CE - present
ఆటాడు,ఆడు,Telugu,600 CE - present
అహము,अहम्,Sanskrit,1500 BCE - present (liturgical/classical)
మడతపెట్టు,మడత,Telugu,600 CE - present
మడతపెట్టు,పెట్టు,Telugu,600 CE - present
మడతతీయు,మడత,Telugu,600 CE - present
మడతతీయు,తీయు,Telugu,600 CE - present
సిద్ధముచేయు,సిద్ధము,Telugu,600 CE - present
సిద్ధముచేయు,చేయు,Telugu,600 CE - present
త్రిశూలము,त्रिशूल,Sanskrit,1500 BCE - present (liturgical/classical)
కావుకావు,కావు,Telugu,600 CE - present
మలమల,మల,Telugu,600 CE - present
కన్నెపొర,కన్నె,Telugu,600 CE - present
కన్నెపొర,పొర,Telugu,600 CE - present
ఎదురుచూచు,ఎదురు,Telugu,600 CE - present
ఎదురుచూచు,చూచు,Telugu,600 CE - present
తోకకోయు,తోక,Telugu,600 CE - present
తోకకోయు,కోయు,Telugu,600 CE - present
జతకట్టు,జత,Telugu,600 CE - present
జతకట్టు,కట్టు,Telugu,600 CE - present
పనిచేయు,పని,Telugu,600 CE - present
పనిచేయు,చేయు,Telugu,600 CE - present
పోవు,*pō-,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
సు-,सु-,Sanskrit,1500 BCE - present (liturgical/classical)
సు-,*h₁su-,Proto-Indo-European,4500 BCE - 2500 BCE
కుమతి,कुमति,Sanskrit,1500 BCE - present (liturgical/classical)
సుమతి,सुमति,Sanskrit,1500 BCE - present (liturgical/classical)
మతి,मति,Sanskrit,1500 BCE - present (liturgical/classical)
జనుడు,जन,Sanskrit,1500 BCE - present (liturgical/classical)
కృష్ణజన్మస్థానము,కృష్ణ,Telugu,600 CE - present
కృష్ణజన్మస్థానము,జన్మస్థానము,Telugu,600 CE - present
కృష్ణజన్మస్థలము,కృష్ణ,Telugu,600 CE - present
కృష్ణజన్మస్థలము,జన్మస్థలము,Telugu,600 CE - present
ఎందరు,ఎంత,Telugu,600 CE - present
ఎందరు,వారు,Telugu,600 CE - present
కంటితుడుపు,కంటి,Telugu,600 CE - present
కంటితుడుపు,తుడుపు,Telugu,600 CE - present
కాలంచేయు,కాలం,Telugu,600 CE - present
కాలంచేయు,చేయు,Telugu,600 CE - present
కాలుజారు,కాలు,Telugu,600 CE - present
కాలుజారు,జారు,Telugu,600 CE - present
మొసలిపడిశము,మొసలి,Telugu,600 CE - present
మొసలిపడిశము,పడిశము,Telugu,600 CE - present
కుక్కచావు,కుక్క,Telugu,600 CE - present
కుక్కచావు,చావు,Telugu,600 CE - present
కొండంత,కొండ,Telugu,600 CE - present
కొండంత,అంత,Telugu,600 CE - present
కోడికునుకు,కోడి,Telugu,600 CE - present
కోడికునుకు,కునుకు,Telugu,600 CE - present
తేనెపూసినకత్తి,తేనె,Telugu,600 CE - present
తేనెపూసినకత్తి,పూసిన,Telugu,600 CE - present
తేనెపూసినకత్తి,కత్తి,Telugu,600 CE - present
తేనియపూసినకత్తి,తేనియ,Telugu,600 CE - present
తేనియపూసినకత్తి,పూసిన,Telugu,600 CE - present
తేనియపూసినకత్తి,కత్తి,Telugu,600 CE - present
చంకనాకిపోవు,చంక,Telugu,600 CE - present
చంకనాకిపోవు,నాకి,Telugu,600 CE - present
చంకనాకిపోవు,పోవు,Telugu,600 CE - present
ముంజేతికంకణము,ముంజేతి,Telugu,600 CE - present
ముంజేతికంకణము,కంకణము,Telugu,600 CE - present
ముంజేతి దర్పణము,ముంజేతి,Telugu,600 CE - present
ముంజేతి దర్పణము,దర్పణము,Telugu,600 CE - present
తోక జాడించు,తోక,Telugu,600 CE - present
తోక జాడించు,జాడించు,Telugu,600 CE - present
బంగారపుబొమ్మ,బంగారపు,Telugu,600 CE - present
బంగారపుబొమ్మ,బొమ్మ,Telugu,600 CE - present
బంగారపుపిచుక,బంగారపు,Telugu,600 CE - present
బంగారపుపిచుక,పిచుక,Telugu,600 CE - present
కంచుకంఠము,కంచు,Telugu,600 CE - present
కంచుకంఠము,కంఠము,Telugu,600 CE - present
తలదించుకొను,తల,Telugu,600 CE - present
తలదించుకొను,దించుకొను,Telugu,600 CE - present
తప్పులతడక,తప్పుల,Telugu,600 CE - present
తప్పులతడక,తడక,Telugu,600 CE - present
తలబిరుసు,తల,Telugu,600 CE - present
తలబిరుసు,బిరుసు,Telugu,600 CE - present
తాబేలునడక,తాబేలు,Telugu,600 CE - present
తాబేలునడక,నడక,Telugu,600 CE - present
నక్కజిత్తు,నక్క,Telugu,600 CE - present
నక్కజిత్తు,జిత్తు,Telugu,600 CE - present
ఎల్లప్పుడు,ఎల్ల,Telugu,600 CE - present
ఎల్లప్పుడు,అప్పుడు,Telugu,600 CE - present
ముందువెనుకలు,ముందు,Telugu,600 CE - present
ముందువెనుకలు,వెనుక,Telugu,600 CE - present
కథానాయకుడు,కథ,Telugu,600 CE - present
కథానాయకుడు,నాయకుడు,Telugu,600 CE - present
నల్లపావురము,నల్ల,Telugu,600 CE - present
నల్లపావురము,పావురము,Telugu,600 CE - present
పచ్చపావురము,పచ్చ,Telugu,600 CE - present
పచ్చపావురము,పావురము,Telugu,600 CE - present
రెక్కలువచ్చు,రెక్కలు,Telugu,600 CE - present
రెక్కలువచ్చు,వచ్చు,Telugu,600 CE - present
రెక్కలువిరిగిన పక్షి,రెక్కలు,Telugu,600 CE - present
రెక్కలువిరిగిన పక్షి,విరిగిన,Telugu,600 CE - present
రెక్కలువిరిగిన పక్షి,పక్షి,Telugu,600 CE - present
పక్షిశాస్త్రము,పక్షి,Telugu,600 CE - present
పక్షిశాస్త్రము,శాస్త్రము,Telugu,600 CE - present
రెక్కలుకట్టుకొనివచ్చు,రెక్కలు,Telugu,600 CE - present
రెక్కలుకట్టుకొనివచ్చు,కట్టుకొని,Telugu,600 CE - present
రెక్కలుకట్టుకొనివచ్చు,వచ్చు,Telugu,600 CE - present
గూడుకట్టు,గూడు,Telugu,600 CE - present
గూడుకట్టు,కట్టు,Telugu,600 CE - present
పాచికగూడు,పాచిక,Telugu,600 CE - present
పాచికగూడు,గూడు,Telugu,600 CE - present
కన్నుకుట్టు,కన్ను,Telugu,600 CE - present
కన్నుకుట్టు,కుట్టు,Telugu,600 CE - present
గోచిచేతికిచ్చు,గోచి,Telugu,600 CE - present
గోచిచేతికిచ్చు,చేతికిచ్చు,Telugu,600 CE - present
చేతికివచ్చు,చేతికి,Telugu,600 CE - present
చేతికివచ్చు,వచ్చు,Telugu,600 CE - present
చీరలవేట,చీరల,Telugu,600 CE - present
చీరలవేట,వేట,Telugu,600 CE - present
చాపక్రిందినీరు,చాప,Telugu,600 CE - present
చాపక్రిందినీరు,క్రింది,Telugu,600 CE - present
చాపక్రిందినీరు,నీరు,Telugu,600 CE - present
చేతిచమురుభాగవతము,చేతి,Telugu,600 CE - present
చేతిచమురుభాగవతము,చమురు,Telugu,600 CE - present
చేతిచమురుభాగవతము,భాగవతము,Telugu,600 CE - present
బొడ్డుకోయు,బొడ్డు,Telugu,600 CE - present
బొడ్డుకోయు,కోయు,Telugu,600 CE - present
తోకతెగిన నక్క,తోక,Telugu,600 CE - present
తోకతెగిన నక్క,తెగిన,Telugu,600 CE - present
తోకతెగిన నక్క,నక్క,Telugu,600 CE - present
ఎముకలేనిచెయ్యి,ఎముకలేని,Telugu,600 CE - present
ఎముకలేనిచెయ్యి,చెయ్యి,Telugu,600 CE - present
మేకతిండి,మేక,Telugu,600 CE - present
మేకతిండి,తిండి,Telugu,600 CE - present
పేకముక్క,పేక,Telugu,600 CE - present
పేకముక్క,ముక్క,Telugu,600 CE - present
నూరురాయి,నూరు,Telugu,600 CE - present
నూరురాయి,రాయి,Telugu,600 CE - present
నూరు,*nūṯ,Proto-Dravidian,3000 BCE - 1500 BCE (disputed)
సింహస్వప్నము,సింహ,Telugu,600 CE - present
సింహస్వప్నము,స్వప్నము,Telugu,600 CE - present
జమకట్టు,జమ,Telugu,600 CE - present
జమకట్టు,కట్టు,Telugu,600 CE - present
బురదపాము,బురద,Telugu,600 CE - present
బురదపాము,పాము,Telugu,600 CE - present
విడుపుస్నానము,విడుపు,Telugu,600 CE - present
విడుపుస్నానము,స్నానము,Telugu,600 CE - present
కథానాయిక,కథ,Telugu,600 CE - present
కథానాయిక,నాయిక,Telugu,600 CE - present
చిన్నకథ,చిన్న,Telugu,600 CE - present
చిన్నకథ,కథ,Telugu,600 CE - present
గొల్లికాయ,గొల్లి,Telugu,600 CE - present
గొల్లికాయ,కాయ,Telugu,600 CE - present
ఆకాశపుష్పము,ఆకాశ,Telugu,600 CE - present
ఆకాశపుష్పము,పుష్పము,Telugu,600 CE - present
గాడిదగుడ్డు,గాడిద,Telugu,600 CE - present
గాడిదగుడ్డు,గుడ్డు,Telugu,600 CE - present
బాడీ,bodice,English,1550 CE - present
ఆత్మపరాగసంపర్కము,ఆత్మ,Telugu,600 CE - present
ఆత్మపరాగసంపర్కము,పరాగసంపర్కము,Telugu,600 CE - present
రైలు,rail,English,1550 CE - present
రైలుమార్గము,రైలు,Telugu,600 CE - present
రైలుమార్గము,మార్గము,Telugu,600 CE - present
రైలుబొగ్గు,రైలు,Telugu,600 CE - present
రైలుబొగ్గు,బొగ్గు,Telugu,600 CE - present
రైలుబండి,రైలు,Telugu,600 CE - present
