Term,Stamm,Sprache,Zeitraum
Möhre,*murhǭ,Proto-Germanic,500 BCE - 500 CE
Mohrrübe,Mohre,German,750 CE - present
Mohrrübe,Rübe,German,750 CE - present
Öhr,œre,Middle High German,1050 CE - 1500 CE
Öhr,ōri,Old High German,750 CE - 1050 CE
Öhr,*auziją,Proto-Germanic,500 BCE - 500 CE
Miete,miete,Middle High German,1050 CE - 1500 CE
Miete,miata,Old High German,750 CE - 1050 CE
Miete,*miʀdu,Proto-West Germanic,before 500 CE (unconfirmed)
Miete,*mēzdō,Proto-Germanic,500 BCE - 500 CE
Miete,*misdʰós,Proto-Indo-European,4500 BCE - 2500 BCE
Miete,*mey-,Proto-Indo-European,4500 BCE - 2500 BCE
Miete,mēta,Latin,700 BCE - 500 CE
Mühe,"müeje, müe",Middle High German,1050 CE - 1500 CE
Mühe,muohī,Old High German,750 CE - 1050 CE
Öse,ôse,Middle Low German,1200 CE - 1600 CE
Öse,*ōsia,Old Saxon,not available
Öse,*ansijō,Proto-Germanic,500 BCE - 500 CE
Öse,*h₂ensehᵃ-,Proto-Indo-European,4500 BCE - 2500 BCE
Rübe,"ruobe, rüebe",Middle High German,1050 CE - 1500 CE
Rübe,ruoba,Old High German,750 CE - 1050 CE
Rübe,*rōbǭ,Proto-Germanic,500 BCE - 500 CE
Rübe,*rēbǭ,Proto-Germanic,500 BCE - 500 CE
Nachtigall,nahtegal,Middle High German,1050 CE - 1500 CE
Nachtigall,nahtagala,Old High German,750 CE - 1050 CE
Nachtigall,*nahtigalā,Proto-West Germanic,before 500 CE (unconfirmed)
Neid,nīt,Middle High German,1050 CE - 1500 CE
Neid,nīd,Old High German,750 CE - 1050 CE
Neid,*nīþą,Proto-Germanic,500 BCE - 500 CE
Nerz,nórc,Upper Sorbian,not available
Nerz,*nora,Proto-Slavic,500 CE - 1000 CE (disputed)
Nutzen,nuz,Old High German,750 CE - 1050 CE
Niere,niere,Middle High German,1050 CE - 1500 CE
Niere,nioro,Old High German,750 CE - 1050 CE
Niere,*neurô,Proto-Germanic,500 BCE - 500 CE
Niere,*negʷʰrós,Proto-Indo-European,4500 BCE - 2500 BCE
Niere,nēre,Middle Low German,1200 CE - 1600 CE
gelingen,gelingen,Middle High German,1050 CE - 1500 CE
gelingen,gilingan,Old High German,750 CE - 1050 CE
gelingen,*lingwaną,Proto-Germanic,500 BCE - 500 CE
Pfeiler,pfīlāri,Old High German,750 CE - 1050 CE
Pfeiler,*pīlāre,Vulgar Latin,100 BCE - 600 CE
Pfeiler,pīla,Latin,700 BCE - 500 CE
Pfeife,pfīfe,Middle High German,1050 CE - 1500 CE
Pfeife,pfīfa,Old High German,750 CE - 1050 CE
Pfeife,*pīpā,Proto-West Germanic,before 500 CE (unconfirmed)
Pfeife,*pipa,Vulgar Latin,100 BCE - 600 CE
Pfeife,pipō,Latin,700 BCE - 500 CE
Pfahl,pfāl,Old High German,750 CE - 1050 CE
Pfahl,pālus,Latin,700 BCE - 500 CE
Pfau,pfāwo,Old High German,750 CE - 1050 CE
Pfau,*pāwô,Proto-Germanic,500 BCE - 500 CE
Pfau,pāvō,Latin,700 BCE - 500 CE
Pfarrer,pfarrāri,Old High German,750 CE - 1050 CE
Pfarrer,parochia,Late Latin,200 CE - 600 CE
Pfarrer,παροικία,Ancient Greek,1500 BCE - 300 BCE
Pflaster,pflastar,Old High German,750 CE - 1050 CE
Pflaster,emplastrum,Latin,700 BCE - 500 CE
Pfeil,pfīl,Middle High German,1050 CE - 1500 CE
Pfeil,pfīl,Old High German,750 CE - 1050 CE
Pfeil,*pīl,Proto-West Germanic,before 500 CE (unconfirmed)
Pfeil,pīlum,Latin,700 BCE - 500 CE
Pflege,pflege,Middle High German,1050 CE - 1500 CE
Pflege,*pflega,Old High German,750 CE - 1050 CE
Pflege,*plegō,Proto-West Germanic,before 500 CE (unconfirmed)
Pfirsich,pfersich,Middle High German,1050 CE - 1500 CE
Pfirsich,phersih,Old High German,750 CE - 1050 CE
Pfirsich,persicum,Latin,700 BCE - 500 CE
Pforte,pforte,Middle High German,1050 CE - 1500 CE
Pforte,pforta,Old High German,750 CE - 1050 CE
Pforte,porta,Latin,700 BCE - 500 CE
Pflock,pfloc,Middle High German,1050 CE - 1500 CE
Pflicht,pfliht,Old High German,750 CE - 1050 CE
Pflicht,*plihti,Proto-West Germanic,before 500 CE (unconfirmed)
Pfosten,pfost,Old High German,750 CE - 1050 CE
Pfosten,postis,Latin,700 BCE - 500 CE
Pfingsten,phingesten,Middle High German,1050 CE - 1500 CE
Pfingsten,pentēcostē,Late Latin,200 CE - 600 CE
Pfingsten,πεντηκοστή,Ancient Greek,1500 BCE - 300 BCE
Peitsche,*bičь,Proto-Slavic,500 CE - 1000 CE (disputed)
Pfropfen,proppen,Middle Low German,1200 CE - 1600 CE
Pacht,pfaht,Middle High German,1050 CE - 1500 CE
Pacht,pactum,Latin,700 BCE - 500 CE
pflegen,phlëgen,Middle High German,1050 CE - 1500 CE
pflegen,plëgan,Old High German,750 CE - 1050 CE
pflegen,*plehan,Proto-West Germanic,before 500 CE (unconfirmed)
pflücken,pflocken,Middle High German,1050 CE - 1500 CE
pflücken,phlockōn,Old High German,750 CE - 1050 CE
pflücken,*piluccāre,Late Latin,200 CE - 600 CE
pflücken,pilāre,Latin,700 BCE - 500 CE
Quacksalber,kwakzalver,Dutch,1500 CE - present
Quacksalber,quacsalven,Middle Dutch,1150 CE - 1500 CE
Rabe,rabe,Middle High German,1050 CE - 1500 CE
Rabe,rabo,Old High German,750 CE - 1050 CE
Rabe,*hrabn,Proto-West Germanic,before 500 CE (unconfirmed)
Rabe,*hrabnaz,Proto-Germanic,500 BCE - 500 CE
Rabe,*ḱorh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
Qualle,quagul,Old Saxon,not available
Qualle,coagulum,Latin,700 BCE - 500 CE
Qualle,qualle,Middle High German,1050 CE - 1500 CE
Quaste,questa,Old High German,750 CE - 1050 CE
Rebhuhn,rëphuon,Middle High German,1050 CE - 1500 CE
Rebhuhn,rebhuon,Old High German,750 CE - 1050 CE
Rebhuhn,*arębъ,Proto-Slavic,500 CE - 1000 CE (disputed)
Ranke,ranke,Middle High German,1050 CE - 1500 CE
Ranke,hranca,Old High German,750 CE - 1050 CE
Rasen,rase,Middle High German,1050 CE - 1500 CE
Rasen,wrāse,Middle Low German,1200 CE - 1600 CE
Rasen,*wasô,Proto-Germanic,500 BCE - 500 CE
Ranzen,rans,Middle High German,1050 CE - 1500 CE
Rast,rasta,Old High German,750 CE - 1050 CE
Regel,regel,Middle High German,1050 CE - 1500 CE
Regel,regula,Old High German,750 CE - 1050 CE
Regel,rēgula,Latin,700 BCE - 500 CE
Rede,rede,Middle High German,1050 CE - 1500 CE
Rede,redia,Old High German,750 CE - 1050 CE
Rede,*raþjǭ,Proto-Germanic,500 BCE - 500 CE
Quarz,quarz,Middle High German,1050 CE - 1500 CE
Quarz,*tvьrdъ,Proto-Slavic,500 CE - 1000 CE (disputed)
Pinsel,bensel,Middle High German,1050 CE - 1500 CE
Pinsel,pincel,Old French,800 CE - 1400 CE
Pinsel,pēnicellus,Vulgar Latin,100 BCE - 600 CE
Pinsel,pēnicillum,Latin,700 BCE - 500 CE
Reif,reif,Middle High German,1050 CE - 1500 CE
Reif,reif,Old High German,750 CE - 1050 CE
Reif,*raip,Proto-West Germanic,before 500 CE (unconfirmed)
Reif,*raipaz,Proto-Germanic,500 BCE - 500 CE
Reif,*h₁reyp-,Proto-Indo-European,4500 BCE - 2500 BCE
Reif,rīfe,Middle High German,1050 CE - 1500 CE
Reif,rīfo,Old High German,750 CE - 1050 CE
Pilger,pilgerīn,Middle High German,1050 CE - 1500 CE
Pilger,piligrīm,Old High German,750 CE - 1050 CE
Pilger,pelegrīnus,Late Latin,200 CE - 600 CE
Pilger,peregrīnus,Latin,700 BCE - 500 CE
Pokal,boccale,Italian,1400 CE - present
Reh,rē,Middle High German,1050 CE - 1500 CE
Reh,rēh,Old High German,750 CE - 1050 CE
Reh,*raihô,Proto-Germanic,500 BCE - 500 CE
Polster,polster,Middle High German,1050 CE - 1500 CE
Polster,polstar,Old High German,750 CE - 1050 CE
Polster,*bolstr,Proto-West Germanic,before 500 CE (unconfirmed)
Polster,*bulstraz,Proto-Germanic,500 BCE - 500 CE
Polster,*bʰelǵʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
Pracht,braht,Old High German,750 CE - 1050 CE
Pracht,*brahtaz,Proto-Germanic,500 BCE - 500 CE
prüfen,brüeven,Middle High German,1050 CE - 1500 CE
prüfen,prover,Old French,800 CE - 1400 CE
prüfen,probo,Latin,700 BCE - 500 CE
Pulver,pulvis,Latin,700 BCE - 500 CE
Preis,pretium,Latin,700 BCE - 500 CE
reiben,rīben,Middle High German,1050 CE - 1500 CE
reiben,rīban,Old High German,750 CE - 1050 CE
reiben,*wrīban,Proto-West Germanic,before 500 CE (unconfirmed)
reiben,*wrībaną,Proto-Germanic,500 BCE - 500 CE
Reiher,reigaro,Old High German,750 CE - 1050 CE
Pult,pulpet,Middle High German,1050 CE - 1500 CE
Pult,pulpitum,Latin,700 BCE - 500 CE
Reue,riuwe,Middle High German,1050 CE - 1500 CE
Reue,riuwa,Old High German,750 CE - 1050 CE
Reue,*hreuwu,Proto-West Germanic,before 500 CE (unconfirmed)
Riff,rif,Old Norse,700 CE - 1350 CE
Riegel,rigel,Middle High German,1050 CE - 1500 CE
Riegel,rigil,Old High German,750 CE - 1050 CE
Riegel,rēgula,Latin,700 BCE - 500 CE
Rille,*rille,Middle Low German,1200 CE - 1600 CE
Riemen,rieme,Middle High German,1050 CE - 1500 CE
Riemen,riomo,Old High German,750 CE - 1050 CE
Riemen,*reumō,Proto-West Germanic,before 500 CE (unconfirmed)
Riemen,riemo,Old High German,750 CE - 1050 CE
Riemen,*rēmō,Proto-West Germanic,before 500 CE (unconfirmed)
Riemen,rēmus,Latin,700 BCE - 500 CE
Riemen,rēme,Middle Low German,1200 CE - 1600 CE
Reihe,rīhe,Middle High German,1050 CE - 1500 CE
ritzen,ritzen,Middle High German,1050 CE - 1500 CE
ritzen,rizzōn,Old High German,750 CE - 1050 CE
ritzen,*writtōną,Proto-Germanic,500 BCE - 500 CE
ritzen,*wrid-néh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
Ruck,ruc,Middle High German,1050 CE - 1500 CE
Ruck,rucch,Old High German,750 CE - 1050 CE
Ruder,ruoder,Middle High German,1050 CE - 1500 CE
Ruder,ruoder,Old High German,750 CE - 1050 CE
Ruder,*rōþr,Proto-West Germanic,before 500 CE (unconfirmed)
Rinne,rinna,Old High German,750 CE - 1050 CE
rummeln,rummeln,Middle High German,1050 CE - 1500 CE
Ruhm,ruom,Middle High German,1050 CE - 1500 CE
Ruhm,ruom,Old High German,750 CE - 1050 CE
Ruhm,*hrōmi,Proto-West Germanic,before 500 CE (unconfirmed)
Ruhm,*hrōmiz,Proto-Germanic,500 BCE - 500 CE
Runzel,runzel,Middle High German,1050 CE - 1500 CE
Runzel,runzula,Old High German,750 CE - 1050 CE
Rippe,rippe,Middle High German,1050 CE - 1500 CE
Rippe,rippa,Old High German,750 CE - 1050 CE
Rippe,*ribi,Proto-West Germanic,before 500 CE (unconfirmed)
Rippe,*ribją,Proto-Germanic,500 BCE - 500 CE
rüsten,rusten,Old High German,750 CE - 1050 CE
rüsten,*hrustijan,Proto-West Germanic,before 500 CE (unconfirmed)
Rumpf,rumph,Middle High German,1050 CE - 1500 CE
Samt,samīt,Middle High German,1050 CE - 1500 CE
Samt,samit,Old French,800 CE - 1400 CE
Samt,samitum,Late Latin,200 CE - 600 CE
Samt,ἑξάμιτος,Ancient Greek,1500 BCE - 300 BCE
Ruhe,ruo,Middle High German,1050 CE - 1500 CE
Ruhe,ruowa,Old High German,750 CE - 1050 CE
Ruhe,*rōu,Proto-West Germanic,before 500 CE (unconfirmed)
Ruhe,*rōwō,Proto-Germanic,500 BCE - 500 CE
Reim,rīm,Middle High German,1050 CE - 1500 CE
Reim,rime,Old French,800 CE - 1400 CE
Sattel,satel,Middle High German,1050 CE - 1500 CE
Sattel,satal,Old High German,750 CE - 1050 CE
Sattel,*sadul,Proto-West Germanic,before 500 CE (unconfirmed)
Sattel,*sadulaz,Proto-Germanic,500 BCE - 500 CE
Saite,seito,Old High German,750 CE - 1050 CE
Schabe,schabe,Middle High German,1050 CE - 1500 CE
Schabe,scaba,Old High German,750 CE - 1050 CE
Schabe,*skabō,Proto-Germanic,500 BCE - 500 CE
Schachtel,scatola,Italian,1400 CE - present
Schachtel,castulum,Latin,700 BCE - 500 CE
Schachtel,kasto,Old High German,750 CE - 1050 CE
Schaft,schaft,Middle High German,1050 CE - 1500 CE
Schaft,skaft,Old High German,750 CE - 1050 CE
Schaft,*skaft,Proto-West Germanic,before 500 CE (unconfirmed)
Schäfer,schæfære,Middle High German,1050 CE - 1500 CE
Schäfer,scāphāre,Old High German,750 CE - 1050 CE
Schädel,schedel,Middle High German,1050 CE - 1500 CE
Schädel,schedel,Middle Low German,1200 CE - 1600 CE
säen,sæjen,Middle High German,1050 CE - 1500 CE
säen,sāen,Old High German,750 CE - 1050 CE
säen,*sāan,Proto-West Germanic,before 500 CE (unconfirmed)
säen,*sēaną,Proto-Germanic,500 BCE - 500 CE
säen,*seh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
Schacht,skaft,Old Saxon,not available
Schacht,*skaft,Proto-West Germanic,before 500 CE (unconfirmed)
Schaukel,Schukel,Low German,1200 CE - present
Schaukel,schocken,Middle High German,1050 CE - 1500 CE
Schaukel,*skukkōną,Proto-Germanic,500 BCE - 500 CE
Schaufel,schūfele,Middle High German,1050 CE - 1500 CE
Schaufel,scūvala,Old High German,750 CE - 1050 CE
Schaufel,*skuflō,Proto-Germanic,500 BCE - 500 CE
Scham,schame,Middle High German,1050 CE - 1500 CE
Scham,scama,Old High German,750 CE - 1050 CE
Scham,*skamō,Proto-Germanic,500 BCE - 500 CE
Schall,schal,Middle High German,1050 CE - 1500 CE
Schall,scal,Old High German,750 CE - 1050 CE
Schall,*skellan,Proto-West Germanic,before 500 CE (unconfirmed)
Schall,*skellaną,Proto-Germanic,500 BCE - 500 CE
Schall,*kelh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
Schar,scara,Old High German,750 CE - 1050 CE
Schar,*skarō,Proto-Germanic,500 BCE - 500 CE
Schar,schar,Middle High German,1050 CE - 1500 CE
Schar,scaro,Old High German,750 CE - 1050 CE
scheu,schiech,Middle High German,1050 CE - 1500 CE
scheu,*skioh,Old High German,750 CE - 1050 CE
scheu,*skeuh,Proto-West Germanic,before 500 CE (unconfirmed)
schief,schief,Middle High German,1050 CE - 1500 CE
schief,schêf,Middle Low German,1200 CE - 1600 CE
schief,*skêf,Old Saxon,not available
schlank,slanc,Middle High German,1050 CE - 1500 CE
schlank,*slingwaną,Proto-Germanic,500 BCE - 500 CE
schlau,*slūhaz,Proto-Germanic,500 BCE - 500 CE
schlau,*(s)leuǵ,Proto-Indo-European,4500 BCE - 2500 BCE
Schau,schauen,German,750 CE - present
schenken,schenken,Middle High German,1050 CE - 1500 CE
schenken,scenken,Old High German,750 CE - 1050 CE
schenken,*skankijan,Proto-West Germanic,before 500 CE (unconfirmed)
Scheide,scheide,Middle High German,1050 CE - 1500 CE
Scheide,sceida,Old High German,750 CE - 1050 CE
Scheide,*skaiþiju,Proto-West Germanic,before 500 CE (unconfirmed)
Scheide,vagīna,Latin,700 BCE - 500 CE
Schemel,schemel,Middle High German,1050 CE - 1500 CE
Schemel,scamal,Old High German,750 CE - 1050 CE
Schemel,scamellum,Latin,700 BCE - 500 CE
Scharlach,scharlach,Middle High German,1050 CE - 1500 CE
Scharlach,scarlaken,Middle Dutch,1150 CE - 1500 CE
Scharlach,escarlate,Old French,800 CE - 1400 CE
Scharlach,سقرلاط,Persian,1000 CE - present
Scharlach,sigillātum,Latin,700 BCE - 500 CE
Scharlach,Scharlachfieber,German,750 CE - present
Scherbe,scherbe,Middle High German,1050 CE - 1500 CE
Scherbe,scirbi,Old High German,750 CE - 1050 CE
Scherbe,*skarbōjan-,Proto-Germanic,500 BCE - 500 CE
Scheune,schiune,Middle High German,1050 CE - 1500 CE
Scheune,scugina,Old High German,750 CE - 1050 CE
Scheune,*(s)kew-,Proto-Indo-European,4500 BCE - 2500 BCE
Schere,schære,Middle High German,1050 CE - 1500 CE
Schere,scāri,Old High German,750 CE - 1050 CE
Schere,*skeran,Proto-West Germanic,before 500 CE (unconfirmed)
Scheit,schīt,Middle High German,1050 CE - 1500 CE
Scheit,scīt,Old High German,750 CE - 1050 CE
Scheit,*skīdą,Proto-Germanic,500 BCE - 500 CE
Schenkel,schenkel,Middle High German,1050 CE - 1500 CE
Schicht,schiht,Middle High German,1050 CE - 1500 CE
Schicht,schicht,Middle Low German,1200 CE - 1600 CE
Schiene,skina,Old High German,750 CE - 1050 CE
Schiene,*skinō,Proto-Germanic,500 BCE - 500 CE
Schilf,schilf,Middle High German,1050 CE - 1500 CE
Schilf,sciluf,Old High German,750 CE - 1050 CE
Schilf,scirpus,Latin,700 BCE - 500 CE
Schindel,schindel,Middle High German,1050 CE - 1500 CE
Schindel,scintula,Old High German,750 CE - 1050 CE
Schindel,*skindulā,Proto-West Germanic,before 500 CE (unconfirmed)
Schindel,scindula,Vulgar Latin,100 BCE - 600 CE
Schindel,scandula,Latin,700 BCE - 500 CE
Schirm,schirm,Middle High German,1050 CE - 1500 CE
Schirm,skerm,Old High German,750 CE - 1050 CE
Schirm,*skirmiz,Proto-Germanic,500 BCE - 500 CE
Schlacht,slaht,Middle High German,1050 CE - 1500 CE
Schlacht,slahta,Old High German,750 CE - 1050 CE
Schlacke,slagge,Middle Low German,1200 CE - 1600 CE
Schein,schīn,Middle High German,1050 CE - 1500 CE
Schein,scin,Old High German,750 CE - 1050 CE
schlaff,slaf,Old High German,750 CE - 1050 CE
schlaff,*slap-,Proto-Germanic,500 BCE - 500 CE
schlaff,*(s)leh₂b-,Proto-Indo-European,4500 BCE - 2500 BCE
Schlamm,slam,Middle Low German,1200 CE - 1600 CE
Schlamm,slam,Middle High German,1050 CE - 1500 CE
Schlauch,slūch,Middle High German,1050 CE - 1500 CE
schauen,schouwen,Middle High German,1050 CE - 1500 CE
schauen,scouwōn,Old High German,750 CE - 1050 CE
schauen,*skawwōną,Proto-Germanic,500 BCE - 500 CE
schauen,*(s)kewh₁-,Proto-Indo-European,4500 BCE - 2500 BCE
Schlag,slac,Middle High German,1050 CE - 1500 CE
Schlag,slag,Old High German,750 CE - 1050 CE
Schlag,*slagi,Proto-West Germanic,before 500 CE (unconfirmed)
schleppen,slepen,Middle High German,1050 CE - 1500 CE
schleppen,slēpen,Middle Low German,1200 CE - 1600 CE
schleppen,sleifen,Old High German,750 CE - 1050 CE
schleppen,*sleupan,Proto-West Germanic,before 500 CE (unconfirmed)
schlecht,sleht,Middle High German,1050 CE - 1500 CE
schlecht,sleht,Old High German,750 CE - 1050 CE
schlecht,*slihtaz,Proto-Germanic,500 BCE - 500 CE
Schleim,slīm,Middle High German,1050 CE - 1500 CE
Schleim,slīm,Old High German,750 CE - 1050 CE
Schleim,*slīmą,Proto-Germanic,500 BCE - 500 CE
Schleuse,slūse,Middle Dutch,1150 CE - 1500 CE
Schleuse,escluse,Old French,800 CE - 1400 CE
Schlummer,slummer,Middle High German,1050 CE - 1500 CE
schlimm,slimp,Middle High German,1050 CE - 1500 CE
schlimm,*slimbaz,Proto-Germanic,500 BCE - 500 CE
Schlitten,slite,Middle High German,1050 CE - 1500 CE
Schlitten,slito,Old High German,750 CE - 1050 CE
Schlitten,*slidô,Proto-Germanic,500 BCE - 500 CE
Schlittschuh,Schritt,German,750 CE - present
Schlittschuh,Schuh,German,750 CE - present
Schlittschuh,scritescuoh,Old High German,750 CE - 1050 CE
Schlund,slunt,Old High German,750 CE - 1050 CE
schlucken,slucken,Middle High German,1050 CE - 1500 CE
Schlinge,slinge,Middle High German,1050 CE - 1500 CE
Schlinge,slinga,Old High German,750 CE - 1050 CE
Schlinge,*slingwan,Proto-West Germanic,before 500 CE (unconfirmed)
Schlinge,*slingwaną,Proto-Germanic,500 BCE - 500 CE
schlummern,slummen,Middle High German,1050 CE - 1500 CE
schlummern,slummeren,Middle Low German,1200 CE - 1600 CE
schlummern,*slūmēn,Old High German,750 CE - 1050 CE
schlummern,*slūm-,Proto-Germanic,500 BCE - 500 CE
Schmalz,smalz,Middle High German,1050 CE - 1500 CE
Schmalz,smalz,Old High German,750 CE - 1050 CE
Schmalz,*smalt,Proto-West Germanic,before 500 CE (unconfirmed)
Schmalz,smal,Middle Low German,1200 CE - 1600 CE
Schmalz,*smalaz,Proto-Germanic,500 BCE - 500 CE
Schmied,smit,Middle High German,1050 CE - 1500 CE
Schmied,smid,Old High German,750 CE - 1050 CE
Schmied,*smiþaz,Proto-Germanic,500 BCE - 500 CE
Schnitt,snit,Middle High German,1050 CE - 1500 CE
Schnitt,snit,Old High German,750 CE - 1050 CE
Schnitt,*snidi,Proto-West Germanic,before 500 CE (unconfirmed)
Schnitt,*snidiz,Proto-Germanic,500 BCE - 500 CE
Schnepfe,snepfe,Middle High German,1050 CE - 1500 CE
Schnepfe,snepfa,Old High German,750 CE - 1050 CE
Schnauze,snûte,Middle Low German,1200 CE - 1600 CE
Schnauze,*snūt,Old Saxon,not available
Schnauze,*snūt,Proto-West Germanic,before 500 CE (unconfirmed)
Schote,schōte,Middle High German,1050 CE - 1500 CE
Schote,schōte,Middle Low German,1200 CE - 1600 CE
Schote,*skōta,Old Saxon,not available
Schote,*skautaz,Proto-Germanic,500 BCE - 500 CE
Scholle,scholle,Middle High German,1050 CE - 1500 CE
Scholle,scollo,Old High German,750 CE - 1050 CE
Scholle,scholle,Middle Low German,1200 CE - 1600 CE
Schopf,schopf,Middle High German,1050 CE - 1500 CE
Schopf,scuft,Old High German,750 CE - 1050 CE
Schopf,*skuftą,Proto-Germanic,500 BCE - 500 CE
Schnalle,snalle,Middle High German,1050 CE - 1500 CE
Schrot,schrōt,Middle High German,1050 CE - 1500 CE
Schrot,scrōt,Old High German,750 CE - 1050 CE
Schrot,*skraudō,Proto-Germanic,500 BCE - 500 CE
Schuft,schūvūt,Middle Low German,1200 CE - 1600 CE
Schrott,schrāt,Middle High German,1050 CE - 1500 CE
Schutt,schut,Middle High German,1050 CE - 1500 CE
Schritt,schrit,Middle High German,1050 CE - 1500 CE
Schritt,scrit,Old High German,750 CE - 1050 CE
Schritt,*skriþiz,Proto-Germanic,500 BCE - 500 CE
Schranke,schranke,Middle High German,1050 CE - 1500 CE
Schwall,swal,Middle High German,1050 CE - 1500 CE
Schwager,swāger,Middle High German,1050 CE - 1500 CE
Schwager,swāger,Old High German,750 CE - 1050 CE
Schwager,*swāgr,Proto-West Germanic,before 500 CE (unconfirmed)
Schwager,*swēgraz,Proto-Germanic,500 BCE - 500 CE
Schwager,*swēḱurós,Proto-Indo-European,4500 BCE - 2500 BCE
Schwager,*swéḱuros,Proto-Indo-European,4500 BCE - 2500 BCE
Schwamm,swamme,Middle High German,1050 CE - 1500 CE
Schwamm,swamp,Old High German,750 CE - 1050 CE
Schwamm,*swambaz,Proto-Germanic,500 BCE - 500 CE
Schuppe,", , ",Middle High German,1050 CE - 1500 CE
Schuppe,", ",Old High German,750 CE - 1050 CE
Schuster,schuochsūtære,Middle High German,1050 CE - 1500 CE
Schuster,scuoh,Old High German,750 CE - 1050 CE
Schuster,sūtāri,Old High German,750 CE - 1050 CE
Schuster,sūtor,Latin,700 BCE - 500 CE
Schwarm,swarm,Old High German,750 CE - 1050 CE
Schwarm,*swarmaz,Proto-Germanic,500 BCE - 500 CE
Schwarm,*swer-,Proto-Indo-European,4500 BCE - 2500 BCE
schwanger,swanger,Middle High German,1050 CE - 1500 CE
schwanger,swangar,Old High German,750 CE - 1050 CE
schwanger,*swangr,Proto-West Germanic,before 500 CE (unconfirmed)
schwingen,swingan,Old High German,750 CE - 1050 CE
schwingen,*swinganą,Proto-Germanic,500 BCE - 500 CE
Schwur,swuor,Middle High German,1050 CE - 1500 CE
Schwur,swuor,Old High German,750 CE - 1050 CE
Schwur,*swōraz,Proto-Germanic,500 BCE - 500 CE
Schwur,*swarjaną,Proto-Germanic,500 BCE - 500 CE
Schwan,swan,Middle High German,1050 CE - 1500 CE
Schwan,swan,Old High German,750 CE - 1050 CE
Schwan,*swan,Proto-West Germanic,before 500 CE (unconfirmed)
Schwan,*swanaz,Proto-Germanic,500 BCE - 500 CE
Schwan,*swenh₂-,Proto-Indo-European,4500 BCE - 2500 BCE
Segen,segen,Middle High German,1050 CE - 1500 CE
Segen,segan,Old High German,750 CE - 1050 CE
Segen,signum,Latin,700 BCE - 500 CE
Minne,minne,Middle High German,1050 CE - 1500 CE
Minne,minna,Old High German,750 CE - 1050 CE
Minne,*minjō,Proto-Germanic,500 BCE - 500 CE
Semmel,semele,Middle High German,1050 CE - 1500 CE
Semmel,semala,Old High German,750 CE - 1050 CE
Semmel,simila,Latin,700 BCE - 500 CE
Riesling,hruoz,Old High German,750 CE - 1050 CE
Riesling,*hrōtaz,Proto-Germanic,500 BCE - 500 CE
Seite,sīta,Old High German,750 CE - 1050 CE
Seite,*sīdǭ,Proto-Germanic,500 BCE - 500 CE
Seuche,siuhhī,Old High German,750 CE - 1050 CE
Sichel,sichel,Middle High German,1050 CE - 1500 CE
Sichel,sihhila,Old High German,750 CE - 1050 CE
Sichel,*sikilō,Proto-West Germanic,before 500 CE (unconfirmed)
Sichel,sīcilis,Latin,700 BCE - 500 CE
Sieb,sip,Middle High German,1050 CE - 1500 CE
Sieb,sib,Old High German,750 CE - 1050 CE
Sieb,*sibi,Proto-West Germanic,before 500 CE (unconfirmed)
Soll,sollen,German,750 CE - present
Silbe,silbe,Middle High German,1050 CE - 1500 CE
Silbe,sillaba,Old High German,750 CE - 1050 CE
Silbe,syllaba,Latin,700 BCE - 500 CE
Spalt,spalt,Middle High German,1050 CE - 1500 CE
Spalt,spalt,Old High German,750 CE - 1050 CE
Sippe,sippe,Middle High German,1050 CE - 1500 CE
Sippe,sibba,Old High German,750 CE - 1050 CE
Sippe,*sibbju,Proto-West Germanic,before 500 CE (unconfirmed)
Spaten,spade,Middle High German,1050 CE - 1500 CE
Spaten,spade,Middle Low German,1200 CE - 1600 CE
Spaten,spado,Old Saxon,not available
Spaten,*spadô,Proto-Germanic,500 BCE - 500 CE
Spaten,*sph₂-dʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
Sitte,site,Middle High German,1050 CE - 1500 CE
Sitte,situ,Old High German,750 CE - 1050 CE
Sitte,*sidu,Proto-West Germanic,before 500 CE (unconfirmed)
Sitte,*siduz,Proto-Germanic,500 BCE - 500 CE
Speichel,speihhil,Old High German,750 CE - 1050 CE
Socke,soc,Old High German,750 CE - 1050 CE
Speer,sper,Old High German,750 CE - 1050 CE
Speer,*speru,Proto-West Germanic,before 500 CE (unconfirmed)
Speer,*speru,Proto-Germanic,500 BCE - 500 CE
Sperling,sperlinc,Middle High German,1050 CE - 1500 CE
Sperling,speriling,Old High German,750 CE - 1050 CE
Sperling,sperlinc,Middle Low German,1200 CE - 1600 CE
Speiche,speiche,Middle High German,1050 CE - 1500 CE
Speiche,speihha,Old High German,750 CE - 1050 CE
Sieg,", ",Middle High German,1050 CE - 1500 CE
Sieg,sigu,Old High German,750 CE - 1050 CE
Sieg,*segaz,Proto-Germanic,500 BCE - 500 CE
Sieg,*seǵʰ-,Proto-Indo-European,4500 BCE - 2500 BCE
Sieg,Sigin,Old High German,750 CE - 1050 CE
Sieg,*seykʷ-,Proto-Indo-European,4500 BCE - 2500 BCE
